X,Y,Z,EDA,HR,TEMP
-5,59,25,5.659369,92.88,31.51
-5,59,25,5.659369,92.88,31.51
-4,59,25,5.659369,92.88,31.51
-5,59,24,5.659369,92.88,31.51
-6,59,23,5.659369,92.88,31.51
-7,59,24,5.659369,92.88,31.51
-7,59,25,5.659369,92.88,31.51
-7,58,26,5.687561,92.88,31.51
-7,59,25,5.687561,92.88,31.51
-7,59,25,5.687561,92.88,31.51
-7,59,25,5.687561,92.88,31.51
-7,58,25,5.687561,92.88,31.51
-7,59,25,5.687561,92.88,31.51
-7,58,25,5.687561,92.88,31.51
-6,58,25,5.687561,92.88,31.51
-6,59,25,5.702939,92.43,31.51
-7,58,24,5.702939,92.43,31.51
-6,59,24,5.702939,92.43,31.51
-7,59,25,5.702939,92.43,31.51
-7,58,25,5.702939,92.43,31.51
-7,58,26,5.702939,92.43,31.51
-7,58,26,5.702939,92.43,31.51
-7,58,25,5.702939,92.43,31.51
-8,58,25,5.719598,92.43,31.51
-7,58,25,5.719598,92.43,31.51
-7,58,25,5.719598,92.43,31.51
-8,58,26,5.719598,92.43,31.51
-9,58,26,5.719598,92.43,31.51
-9,58,26,5.719598,92.43,31.51
-8,58,26,5.719598,92.43,31.51
-8,58,26,5.719598,92.43,31.51
-9,58,26,5.727287,92.43,31.51
-8,58,26,5.727287,92.43,31.51
-8,58,26,5.727287,92.43,31.51
-9,58,26,5.727287,92.43,31.51
-8,58,26,5.727287,92.43,31.51
-8,58,26,5.727287,92.43,31.51
-8,58,26,5.727287,92.43,31.51
-9,58,26,5.727287,92.43,31.51
-8,58,25,5.717035,92.43,31.51
-9,58,26,5.717035,92.43,31.51
-9,58,26,5.717035,92.43,31.51
-9,58,26,5.717035,92.43,31.51
-9,58,25,5.717035,92.43,31.51
-8,58,24,5.717035,92.43,31.51
-9,58,24,5.717035,92.43,31.51
-10,58,26,5.717035,92.43,31.51
-9,58,25,5.719598,92,31.53
-8,58,25,5.719598,92,31.53
-8,58,26,5.719598,92,31.53
-9,58,26,5.719598,92,31.53
-8,58,26,5.719598,92,31.53
-7,58,25,5.719598,92,31.53
-7,59,24,5.719598,92,31.53
-7,58,25,5.719598,92,31.53
-7,58,25,5.751636,92,31.53
-7,58,25,5.751636,92,31.53
-6,58,25,5.751636,92,31.53
-7,58,25,5.751636,92,31.53
-9,58,26,5.751636,92,31.53
-8,58,26,5.751636,92,31.53
-10,58,26,5.751636,92,31.53
-10,58,26,5.751636,92,31.53
-8,58,25,5.800332,92,31.53
-8,59,24,5.800332,92,31.53
-8,59,23,5.800332,92,31.53
-6,58,25,5.800332,92,31.53
-6,59,25,5.800332,92,31.53
-9,58,26,5.800332,92,31.53
-10,58,26,5.800332,92,31.53
-9,58,25,5.800332,92,31.53
-8,58,25,5.791361,92,31.53
-9,58,26,5.791361,92,31.53
-10,58,25,5.791361,92,31.53
-12,58,25,5.791361,92,31.53
-13,59,24,5.791361,92,31.53
-9,59,24,5.791361,92,31.53
-8,59,25,5.791361,92,31.53
-7,58,25,5.791361,92,31.53
-9,58,25,5.792643,91.52,31.51
-11,58,24,5.792643,91.52,31.51
-12,58,25,5.792643,91.52,31.51
-11,58,25,5.792643,91.52,31.51
-10,58,26,5.792643,91.52,31.51
-10,58,26,5.792643,91.52,31.51
-10,58,26,5.792643,91.52,31.51
-10,58,26,5.792643,91.52,31.51
-9,58,24,5.82468,91.52,31.51
-8,58,24,5.82468,91.52,31.51
-10,58,26,5.82468,91.52,31.51
-10,58,27,5.82468,91.52,31.51
-10,58,26,5.82468,91.52,31.51
-12,57,25,5.82468,91.52,31.51
-11,58,25,5.82468,91.52,31.51
-11,57,26,5.82468,91.52,31.51
-12,57,26,5.872095,91.52,31.51
-12,57,26,5.872095,91.52,31.51
-12,57,27,5.872095,91.52,31.51
-11,57,27,5.872095,91.52,31.51
-12,57,25,5.872095,91.52,31.51
-12,58,25,5.872095,91.52,31.51
-12,58,26,5.872095,91.52,31.51
-13,57,26,5.872095,91.52,31.51
-13,57,26,5.936169,91.52,31.51
-13,57,26,5.936169,91.52,31.51
-13,57,27,5.936169,91.52,31.51
-13,57,26,5.936169,91.52,31.51
-13,57,26,5.936169,91.52,31.51
-14,57,26,5.936169,91.52,31.51
-13,57,26,5.936169,91.52,31.51
-14,57,27,5.936169,91.52,31.51
-14,57,27,5.996399,91.05,31.53
-14,57,27,5.996399,91.05,31.53
-13,57,26,5.996399,91.05,31.53
-14,57,26,5.996399,91.05,31.53
-14,57,27,5.996399,91.05,31.53
-13,57,27,5.996399,91.05,31.53
-12,57,27,5.996399,91.05,31.53
-13,57,27,5.996399,91.05,31.53
-13,57,27,6.064318,91.05,31.53
-14,57,26,6.064318,91.05,31.53
-14,57,26,6.064318,91.05,31.53
-14,57,24,6.064318,91.05,31.53
-13,56,25,6.064318,91.05,31.53
-10,57,27,6.064318,91.05,31.53
-12,56,27,6.064318,91.05,31.53
-15,57,29,6.064318,91.05,31.53
-16,56,28,6.116859,91.05,31.53
-13,57,29,6.116859,91.05,31.53
-16,57,26,6.116859,91.05,31.53
-15,58,26,6.116859,91.05,31.53
-11,58,25,6.116859,91.05,31.53
-11,58,25,6.116859,91.05,31.53
-11,58,25,6.116859,91.05,31.53
-11,57,26,6.116859,91.05,31.53
-10,58,29,6.114296,91.05,31.53
-9,57,30,6.114296,91.05,31.53
-10,58,24,6.114296,91.05,31.53
-11,58,23,6.114296,91.05,31.53
-10,58,23,6.114296,91.05,31.53
-9,57,27,6.114296,91.05,31.53
-10,57,26,6.114296,91.05,31.53
-9,58,28,6.114296,91.05,31.53
-10,57,27,6.115577,90.57,31.53
-10,57,24,6.115577,90.57,31.53
-9,58,25,6.115577,90.57,31.53
-9,59,28,6.115577,90.57,31.53
-8,57,27,6.115577,90.57,31.53
-8,57,28,6.115577,90.57,31.53
-7,58,28,6.115577,90.57,31.53
-5,57,28,6.115577,90.57,31.53
-7,58,27,6.121984,90.57,31.53
-4,57,27,6.121984,90.57,31.53
-6,58,27,6.121984,90.57,31.53
-5,58,26,6.121984,90.57,31.53
-4,58,27,6.121984,90.57,31.53
-4,58,27,6.121984,90.57,31.53
-8,58,26,6.121984,90.57,31.53
-8,58,26,6.121984,90.57,31.53
-6,58,27,6.124547,90.57,31.53
-7,58,28,6.124547,90.57,31.53
-7,57,29,6.124547,90.57,31.53
-6,57,30,6.124547,90.57,31.53
-4,58,27,6.124547,90.57,31.53
-7,58,25,6.124547,90.57,31.53
-7,58,22,6.124547,90.57,31.53
-6,59,24,6.124547,90.57,31.53
-7,58,25,6.107888,90.57,31.53
-7,58,27,6.107888,90.57,31.53
-8,57,26,6.107888,90.57,31.53
-8,58,26,6.107888,90.57,31.53
-8,58,27,6.107888,90.57,31.53
-9,58,27,6.107888,90.57,31.53
-7,57,27,6.107888,90.57,31.53
-9,58,26,6.107888,90.57,31.53
-6,58,28,6.119422,90.1,31.55
-5,58,28,6.119422,90.1,31.55
-7,57,26,6.119422,90.1,31.55
-5,57,28,6.119422,90.1,31.55
-8,58,27,6.119422,90.1,31.55
-8,58,27,6.119422,90.1,31.55
-8,58,26,6.119422,90.1,31.55
-7,58,25,6.119422,90.1,31.55
-6,58,26,6.139925,90.1,31.55
-7,58,27,6.139925,90.1,31.55
-4,58,27,6.139925,90.1,31.55
-4,58,27,6.139925,90.1,31.55
-10,57,26,6.139925,90.1,31.55
-13,57,27,6.139925,90.1,31.55
-8,57,28,6.139925,90.1,31.55
-8,58,25,6.139925,90.1,31.55
-9,58,25,6.186059,90.1,31.55
-11,58,26,6.186059,90.1,31.55
-10,57,27,6.186059,90.1,31.55
-8,58,26,6.186059,90.1,31.55
-8,58,26,6.186059,90.1,31.55
-10,58,25,6.186059,90.1,31.55
-9,57,26,6.186059,90.1,31.55
-10,58,26,6.186059,90.1,31.55
-11,57,27,6.215533,90.1,31.55
-10,57,27,6.215533,90.1,31.55
-10,57,26,6.215533,90.1,31.55
-10,57,27,6.215533,90.1,31.55
-10,57,27,6.215533,90.1,31.55
-11,57,27,6.215533,90.1,31.55
-10,57,27,6.215533,90.1,31.55
-10,57,27,6.215533,90.1,31.55
-10,57,27,6.220659,89.62,31.53
-10,57,27,6.220659,89.62,31.53
-11,57,27,6.220659,89.62,31.53
-11,57,27,6.220659,89.62,31.53
-11,57,27,6.220659,89.62,31.53
-11,57,27,6.220659,89.62,31.53
-12,57,26,6.220659,89.62,31.53
-12,57,27,6.220659,89.62,31.53
-11,57,28,6.21297,89.62,31.53
-11,57,26,6.21297,89.62,31.53
-12,57,26,6.21297,89.62,31.53
-12,57,27,6.21297,89.62,31.53
-12,57,27,6.21297,89.62,31.53
-12,57,27,6.21297,89.62,31.53
-11,57,27,6.21297,89.62,31.53
-13,57,26,6.21297,89.62,31.53
-12,57,27,6.21297,89.62,31.53
-12,57,27,6.21297,89.62,31.53
-12,57,27,6.21297,89.62,31.53
-12,57,27,6.21297,89.62,31.53
-11,57,27,6.21297,89.62,31.53
-12,57,27,6.21297,89.62,31.53
-11,57,26,6.21297,89.62,31.53
-12,57,27,6.21297,89.62,31.53
-11,57,27,6.192466,89.62,31.53
-12,57,27,6.192466,89.62,31.53
-12,57,27,6.192466,89.62,31.53
-12,57,27,6.192466,89.62,31.53
-12,58,27,6.192466,89.62,31.53
-12,57,27,6.192466,89.62,31.53
-12,57,27,6.192466,89.62,31.53
-11,57,27,6.192466,89.62,31.53
-12,57,27,6.173244,89.13,31.55
-12,57,27,6.173244,89.13,31.55
-12,57,27,6.173244,89.13,31.55
-13,57,27,6.173244,89.13,31.55
-12,57,27,6.173244,89.13,31.55
-12,57,27,6.173244,89.13,31.55
-12,57,28,6.173244,89.13,31.55
-12,57,27,6.173244,89.13,31.55
-12,57,26,6.145051,89.13,31.55
-12,57,27,6.145051,89.13,31.55
-12,57,27,6.145051,89.13,31.55
-12,57,27,6.145051,89.13,31.55
-12,57,27,6.145051,89.13,31.55
-12,57,27,6.145051,89.13,31.55
-12,57,27,6.145051,89.13,31.55
-12,57,27,6.145051,89.13,31.55
-12,57,27,6.128392,89.13,31.55
-12,57,27,6.128392,89.13,31.55
-12,57,27,6.128392,89.13,31.55
-12,57,27,6.128392,89.13,31.55
-12,57,27,6.128392,89.13,31.55
-12,57,27,6.128392,89.13,31.55
-12,57,27,6.128392,89.13,31.55
-12,57,27,6.128392,89.13,31.55
-12,57,27,6.114296,89.13,31.55
-12,57,27,6.114296,89.13,31.55
-12,57,27,6.114296,89.13,31.55
-12,57,27,6.114296,89.13,31.55
-12,57,27,6.114296,89.13,31.55
-13,57,27,6.114296,89.13,31.55
-12,57,27,6.114296,89.13,31.55
-12,57,26,6.114296,89.13,31.55
-12,57,26,6.093792,88.63,31.57
-13,57,27,6.093792,88.63,31.57
-12,57,27,6.093792,88.63,31.57
-13,57,27,6.093792,88.63,31.57
-12,57,27,6.093792,88.63,31.57
-13,57,27,6.093792,88.63,31.57
-13,57,27,6.093792,88.63,31.57
-13,57,27,6.093792,88.63,31.57
-12,57,27,6.079696,88.63,31.57
-12,57,27,6.079696,88.63,31.57
-12,57,27,6.079696,88.63,31.57
-12,57,27,6.079696,88.63,31.57
-12,57,27,6.079696,88.63,31.57
-12,57,27,6.079696,88.63,31.57
-12,57,27,6.079696,88.63,31.57
-12,57,27,6.079696,88.63,31.57
-12,57,27,6.072007,88.63,31.57
-12,57,27,6.072007,88.63,31.57
-12,57,27,6.072007,88.63,31.57
-12,57,27,6.072007,88.63,31.57
-12,57,27,6.072007,88.63,31.57
-12,57,27,6.072007,88.63,31.57
-12,57,27,6.072007,88.63,31.57
-12,57,27,6.072007,88.63,31.57
-12,57,27,6.060473,88.63,31.57
-12,57,27,6.060473,88.63,31.57
-12,57,27,6.060473,88.63,31.57
-13,57,27,6.060473,88.63,31.57
-12,57,27,6.060473,88.63,31.57
-12,57,27,6.060473,88.63,31.57
-12,57,27,6.060473,88.63,31.57
-12,57,27,6.060473,88.63,31.57
-13,57,27,6.050221,88.07,31.55
-12,57,27,6.050221,88.07,31.55
-12,57,27,6.050221,88.07,31.55
-13,57,27,6.050221,88.07,31.55
-13,57,27,6.050221,88.07,31.55
-13,57,27,6.050221,88.07,31.55
-13,57,27,6.050221,88.07,31.55
-13,57,27,6.050221,88.07,31.55
-12,57,27,6.034844,88.07,31.55
-13,57,27,6.034844,88.07,31.55
-13,57,27,6.034844,88.07,31.55
-13,57,27,6.034844,88.07,31.55
-13,57,27,6.034844,88.07,31.55
-13,57,27,6.034844,88.07,31.55
-12,57,27,6.034844,88.07,31.55
-12,57,27,6.034844,88.07,31.55
-12,57,27,6.037406,88.07,31.55
-12,57,27,6.037406,88.07,31.55
-13,57,27,6.037406,88.07,31.55
-13,57,27,6.037406,88.07,31.55
-12,57,27,6.037406,88.07,31.55
-12,57,26,6.037406,88.07,31.55
-12,57,27,6.037406,88.07,31.55
-12,57,27,6.037406,88.07,31.55
-12,57,27,6.034844,88.07,31.55
-12,57,26,6.034844,88.07,31.55
-12,57,27,6.034844,88.07,31.55
-12,57,27,6.034844,88.07,31.55
-13,57,27,6.034844,88.07,31.55
-13,57,27,6.034844,88.07,31.55
-13,57,27,6.034844,88.07,31.55
-12,57,27,6.034844,88.07,31.55
-12,57,27,6.020747,87.57,31.59
-12,57,26,6.020747,87.57,31.59
-12,57,27,6.020747,87.57,31.59
-12,57,27,6.020747,87.57,31.59
-12,57,27,6.020747,87.57,31.59
-12,57,26,6.020747,87.57,31.59
-12,57,27,6.020747,87.57,31.59
-12,57,26,6.020747,87.57,31.59
-12,57,26,6.010496,87.57,31.59
-12,57,27,6.010496,87.57,31.59
-13,57,27,6.010496,87.57,31.59
-12,57,26,6.010496,87.57,31.59
-12,57,26,6.010496,87.57,31.59
-12,57,27,6.010496,87.57,31.59
-12,57,27,6.010496,87.57,31.59
-12,57,26,6.010496,87.57,31.59
-13,57,26,6.013059,87.57,31.59
-13,57,27,6.013059,87.57,31.59
-12,57,27,6.013059,87.57,31.59
-12,57,27,6.013059,87.57,31.59
-12,57,26,6.013059,87.57,31.59
-12,57,26,6.013059,87.57,31.59
-12,57,27,6.013059,87.57,31.59
-12,57,27,6.013059,87.57,31.59
-12,57,26,6.00537,87.57,31.59
-12,57,26,6.00537,87.57,31.59
-12,57,26,6.00537,87.57,31.59
-12,57,27,6.00537,87.57,31.59
-12,57,27,6.00537,87.57,31.59
-13,57,26,6.00537,87.57,31.59
-11,57,26,6.00537,87.57,31.59
-12,57,27,6.00537,87.57,31.59
-12,56,27,5.996399,87.08,31.57
-10,57,26,5.996399,87.08,31.57
-11,58,26,5.996399,87.08,31.57
-10,57,27,5.996399,87.08,31.57
-12,57,27,5.996399,87.08,31.57
-10,57,27,5.996399,87.08,31.57
-10,57,26,5.996399,87.08,31.57
-11,58,26,5.996399,87.08,31.57
-11,58,25,5.973332,87.08,31.57
-9,58,26,5.973332,87.08,31.57
-10,58,25,5.973332,87.08,31.57
-10,57,27,5.973332,87.08,31.57
-9,57,27,5.973332,87.08,31.57
-9,57,26,5.973332,87.08,31.57
-8,58,26,5.973332,87.08,31.57
-9,57,27,5.973332,87.08,31.57
-9,57,27,5.960517,87.08,31.57
-9,57,26,5.960517,87.08,31.57
-9,57,26,5.960517,87.08,31.57
-10,58,26,5.960517,87.08,31.57
-9,57,27,5.960517,87.08,31.57
-10,58,26,5.960517,87.08,31.57
-9,58,26,5.960517,87.08,31.57
-10,58,26,5.960517,87.08,31.57
-10,58,26,5.951547,87.08,31.57
-10,58,26,5.951547,87.08,31.57
-10,58,26,5.951547,87.08,31.57
-10,57,26,5.951547,87.08,31.57
-10,57,27,5.951547,87.08,31.57
-10,58,26,5.951547,87.08,31.57
-10,58,26,5.951547,87.08,31.57
-10,57,27,5.951547,87.08,31.57
-10,57,27,5.951547,86.6,31.57
-10,57,26,5.951547,86.6,31.57
-10,58,26,5.951547,86.6,31.57
-10,57,26,5.951547,86.6,31.57
-10,57,27,5.951547,86.6,31.57
-10,57,26,5.951547,86.6,31.57
-9,58,26,5.951547,86.6,31.57
-10,58,26,5.951547,86.6,31.57
-10,58,27,5.932325,86.6,31.57
-10,58,26,5.932325,86.6,31.57
-10,57,26,5.932325,86.6,31.57
-10,58,26,5.932325,86.6,31.57
-10,58,26,5.932325,86.6,31.57
-10,58,26,5.932325,86.6,31.57
-10,58,26,5.932325,86.6,31.57
-10,57,27,5.932325,86.6,31.57
-10,57,27,5.933606,86.6,31.57
-10,58,26,5.933606,86.6,31.57
-10,57,26,5.933606,86.6,31.57
-10,58,27,5.933606,86.6,31.57
-10,57,26,5.933606,86.6,31.57
-11,57,26,5.933606,86.6,31.57
-11,57,27,5.933606,86.6,31.57
-11,58,26,5.933606,86.6,31.57
-11,58,26,5.931043,86.6,31.57
-11,57,26,5.931043,86.6,31.57
-10,57,26,5.931043,86.6,31.57
-10,57,27,5.931043,86.6,31.57
-11,58,27,5.931043,86.6,31.57
-11,58,26,5.931043,86.6,31.57
-10,58,26,5.931043,86.6,31.57
-11,57,27,5.931043,86.6,31.57
-10,58,26,5.925918,86.27,31.57
-10,58,26,5.925918,86.27,31.57
-11,57,27,5.925918,86.27,31.57
-11,57,27,5.925918,86.27,31.57
-10,57,26,5.925918,86.27,31.57
-10,58,26,5.925918,86.27,31.57
-10,57,26,5.925918,86.27,31.57
-10,58,26,5.925918,86.27,31.57
-10,57,27,5.916947,86.27,31.57
-11,57,26,5.916947,86.27,31.57
-10,57,27,5.916947,86.27,31.57
-10,58,26,5.916947,86.27,31.57
-10,58,26,5.916947,86.27,31.57
-10,57,27,5.916947,86.27,31.57
-10,57,27,5.916947,86.27,31.57
-10,58,26,5.916947,86.27,31.57
-10,57,26,5.924636,86.27,31.57
-11,57,27,5.924636,86.27,31.57
-11,57,27,5.924636,86.27,31.57
-10,57,26,5.924636,86.27,31.57
-10,57,26,5.924636,86.27,31.57
-11,58,26,5.924636,86.27,31.57
-11,57,27,5.924636,86.27,31.57
-11,57,26,5.924636,86.27,31.57
-11,58,26,5.927199,86.27,31.57
-11,57,26,5.927199,86.27,31.57
-11,58,26,5.927199,86.27,31.57
-11,57,27,5.927199,86.27,31.57
-11,57,26,5.927199,86.27,31.57
-10,57,26,5.927199,86.27,31.57
-10,57,27,5.927199,86.27,31.57
-11,58,26,5.927199,86.27,31.57
-11,57,26,5.924636,86.02,31.59
-11,57,27,5.924636,86.02,31.59
-11,57,26,5.924636,86.02,31.59
-10,57,27,5.924636,86.02,31.59
-11,57,26,5.924636,86.02,31.59
-10,58,27,5.924636,86.02,31.59
-10,57,27,5.924636,86.02,31.59
-10,58,26,5.924636,86.02,31.59
-10,57,27,5.922073,86.02,31.59
-10,57,27,5.922073,86.02,31.59
-11,58,26,5.922073,86.02,31.59
-11,57,26,5.922073,86.02,31.59
-11,58,26,5.922073,86.02,31.59
-11,57,26,5.922073,86.02,31.59
-11,57,26,5.922073,86.02,31.59
-11,57,27,5.922073,86.02,31.59
-11,57,27,5.920792,86.02,31.59
-10,57,26,5.920792,86.02,31.59
-11,58,27,5.920792,86.02,31.59
-11,57,26,5.920792,86.02,31.59
-11,57,27,5.920792,86.02,31.59
-11,57,27,5.920792,86.02,31.59
-11,57,26,5.920792,86.02,31.59
-11,57,27,5.920792,86.02,31.59
-10,57,27,5.91951,86.02,31.59
-11,57,27,5.91951,86.02,31.59
-10,57,27,5.91951,86.02,31.59
-10,57,27,5.91951,86.02,31.59
-10,58,26,5.91951,86.02,31.59
-11,57,26,5.91951,86.02,31.59
-10,57,26,5.91951,86.02,31.59
-11,58,26,5.91951,86.02,31.59
-10,57,26,5.906695,85.75,31.61
-10,58,26,5.906695,85.75,31.61
-10,58,26,5.906695,85.75,31.61
-11,57,27,5.906695,85.75,31.61
-11,57,27,5.906695,85.75,31.61
-10,58,27,5.906695,85.75,31.61
-11,58,26,5.906695,85.75,31.61
-10,58,26,5.906695,85.75,31.61
-11,58,26,5.896443,85.75,31.61
-10,58,24,5.896443,85.75,31.61
-13,59,24,5.896443,85.75,31.61
-15,57,27,5.896443,85.75,31.61
-14,56,31,5.896443,85.75,31.61
-11,56,30,5.896443,85.75,31.61
-9,58,26,5.896443,85.75,31.61
-9,58,25,5.896443,85.75,31.61
