,Education,Marital_Status,Income,Recency,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,total_products,frequent_purchases,total_child,age
758,3,3,40662.0,0,4,0,0,0,0,0,0,92,8,1,44
759,4,3,38829.0,86,5,0,0,0,0,0,0,99,8,1,64
760,0,3,35523.0,8,7,0,0,0,0,0,0,66,8,1,42
761,2,4,79146.0,33,6,0,0,0,0,0,0,564,19,2,56
762,3,3,78285.0,13,3,0,0,0,0,0,0,1427,21,0,35
763,4,4,31626.0,12,7,1,0,0,0,0,0,86,6,1,45
764,2,4,75127.0,92,1,0,0,0,0,0,0,833,19,0,71
765,2,3,48726.0,90,6,0,0,0,0,0,0,242,12,1,68
766,2,3,74985.0,8,2,0,0,0,0,0,0,1869,17,0,46
767,2,5,67430.0,6,6,0,0,0,0,0,0,1364,29,0,36
768,0,3,46891.0,91,4,0,0,0,0,0,0,183,8,1,58
769,3,3,62058.0,52,6,0,0,0,0,0,0,450,18,1,67
770,2,3,72063.0,3,2,0,0,0,0,0,0,758,21,1,44
771,4,3,78939.0,57,3,0,0,0,0,0,0,1507,20,0,72
772,2,4,42720.0,9,8,0,0,0,0,0,0,654,25,2,58
773,2,3,33622.0,22,7,0,0,0,0,0,0,81,9,2,51
774,4,5,6835.0,76,20,0,0,0,0,0,0,137,1,1,66
775,2,5,41452.0,86,7,0,0,0,0,0,0,16,4,2,70
776,4,4,40760.0,64,6,0,0,0,0,0,0,93,8,1,58
777,4,5,74250.0,90,1,0,0,0,0,0,0,1158,18,0,65
778,3,4,51124.0,79,3,0,0,0,0,0,0,43,6,2,68
779,2,4,72258.0,28,2,0,0,0,0,0,0,1525,22,1,52
780,4,4,71466.0,86,1,0,0,0,0,0,0,1230,19,0,49
781,2,5,36283.0,42,4,0,0,0,0,0,0,29,6,2,47
782,2,4,20587.0,39,7,0,0,0,0,0,0,25,5,1,53
783,2,3,30467.0,8,7,0,0,0,0,0,0,24,4,1,51
784,2,5,31590.0,40,8,0,0,0,0,0,0,38,5,1,51
785,1,3,20425.0,5,7,0,0,0,0,0,0,57,7,1,37
786,3,5,17144.0,96,7,0,0,0,0,0,0,47,12,2,63
787,4,2,42564.0,28,7,1,0,0,0,0,0,813,24,1,55
788,3,3,43783.0,22,7,1,0,0,0,0,0,629,22,1,45
789,2,2,40780.0,30,9,0,0,0,0,0,0,377,17,1,47
790,3,5,62847.0,45,2,0,0,0,0,0,0,1612,14,0,78
791,4,3,82017.0,58,2,0,1,1,1,0,0,729,17,0,66
792,2,4,16813.0,49,7,1,0,0,0,0,0,50,6,0,73
793,2,3,51267.0,37,4,0,0,0,0,0,0,270,15,2,45
794,2,4,46524.0,70,3,0,0,0,0,0,0,177,9,1,62
795,3,4,45183.0,33,7,0,1,0,0,0,0,315,13,0,61
796,4,3,70421.0,98,6,0,0,0,0,0,0,767,23,1,69
797,0,2,60161.0,17,8,0,0,0,0,0,0,1071,26,1,58
798,2,5,73926.0,54,3,0,0,0,0,0,0,1580,24,0,50
799,2,3,19329.0,39,8,0,0,0,0,0,0,60,10,1,55
800,3,3,61872.0,81,4,0,0,0,0,0,0,573,21,1,53
801,2,6,46984.0,71,5,0,0,0,0,0,0,41,5,2,67
802,2,3,34838.0,62,6,0,0,0,0,0,0,170,10,2,72
803,4,4,82716.0,8,2,0,0,0,0,0,0,1167,28,0,79
804,2,3,48192.0,76,8,0,1,0,1,1,0,1526,25,0,65
805,3,3,49681.0,66,7,0,0,0,0,0,0,458,21,2,47
806,3,3,56850.0,83,2,0,0,0,0,0,0,63,6,1,52
807,2,3,55267.0,28,3,0,0,0,0,0,0,405,17,1,66
808,2,3,59666.0,87,8,0,1,0,0,0,0,1027,20,2,51
809,2,4,72504.0,43,2,0,0,0,0,0,0,1478,22,1,51
810,2,3,26872.0,0,6,0,0,0,0,0,0,72,5,0,42
811,2,4,21359.0,1,8,0,0,0,0,0,0,48,7,1,51
812,2,4,73170.0,1,2,0,0,0,0,0,0,726,16,0,48
813,3,3,52750.0,72,4,0,0,0,0,0,0,860,27,1,68
814,4,5,91820.0,72,1,0,0,0,0,0,0,1497,22,0,37
815,4,5,65968.0,12,3,0,0,0,0,0,0,495,18,1,53
816,2,3,30772.0,89,6,0,0,0,0,0,0,20,4,2,47
817,2,4,22507.0,67,9,0,0,0,0,0,0,570,19,0,69
818,2,3,65685.0,54,5,0,0,0,0,0,0,769,21,1,51
819,0,3,25804.0,34,8,0,0,0,0,0,0,55,7,1,45
820,4,4,76412.0,15,3,0,0,1,1,0,0,1808,18,0,43
821,2,3,22063.0,43,7,0,0,0,0,0,0,55,7,1,51
822,2,4,57091.0,0,5,0,0,0,0,1,0,577,18,0,62
823,2,3,22419.0,74,8,0,0,0,0,0,0,162,8,0,60
824,2,5,87771.0,61,6,0,1,1,1,1,0,1957,20,1,64
825,0,2,78353.0,51,8,0,0,0,0,0,0,1576,24,1,64
826,2,3,93404.0,97,5,0,1,1,0,0,0,1616,17,3,69
827,2,2,37859.0,75,8,0,0,0,0,0,0,36,6,3,61
828,4,6,80995.0,83,4,0,0,0,0,0,0,1482,22,1,65
829,2,5,16529.0,23,6,0,0,0,0,0,0,22,5,1,39
830,4,2,55412.0,65,5,0,0,0,0,0,0,63,6,2,47
831,2,4,48789.0,94,6,0,0,0,0,0,0,680,18,0,31
832,4,5,56575.0,42,5,0,0,0,0,0,0,542,20,2,56
833,0,5,25130.0,10,7,0,0,0,0,0,0,50,7,1,43
834,2,3,35441.0,94,8,0,0,0,0,0,0,39,6,2,56
835,2,3,71391.0,50,3,0,0,0,0,0,0,1043,28,1,67
836,3,4,49494.0,46,7,0,0,0,0,0,0,385,14,1,51
837,2,2,81702.0,98,3,0,0,0,0,0,0,1633,27,0,43
838,0,4,45889.0,42,6,0,0,0,0,0,0,46,5,1,43
839,2,4,56628.0,30,5,1,0,0,0,0,0,761,20,1,46
840,2,5,34026.0,11,5,0,0,0,0,0,0,76,9,2,73
841,2,3,40049.0,61,5,0,0,0,0,0,0,290,14,1,49
842,2,4,34176.0,12,6,0,0,0,0,0,0,89,11,1,35
843,2,3,19419.0,76,9,0,0,0,0,0,0,70,11,1,42
844,0,3,82504.0,2,1,0,0,0,0,0,0,1066,17,0,63
845,2,5,81205.0,43,2,1,0,1,0,1,0,2009,19,0,53
846,0,4,61618.0,27,3,0,0,0,0,0,0,1345,19,0,32
847,3,4,55284.0,60,5,0,0,0,0,0,0,764,23,1,67
848,2,4,49980.0,79,5,0,0,0,0,0,0,195,11,1,60
849,2,3,15072.0,96,5,0,0,0,0,0,0,53,11,2,43
850,2,4,49166.0,17,6,0,0,0,0,0,0,368,13,1,49
851,4,3,65324.0,0,4,0,0,0,0,0,0,544,20,1,69
852,0,3,82347.0,38,3,1,0,0,1,0,0,1853,25,0,66
853,4,5,30843.0,43,5,1,0,0,0,0,0,35,6,2,57
854,4,3,46374.0,1,8,0,1,0,1,0,0,446,18,1,49
855,2,4,60474.0,25,7,0,0,0,0,0,0,1180,31,1,44
856,3,3,38576.0,2,7,0,0,0,0,0,0,41,5,1,50
857,2,3,55357.0,66,5,0,0,0,0,0,0,727,22,2,38
858,2,5,37758.0,49,8,0,0,0,0,0,0,40,6,2,57
859,0,3,85710.0,5,2,0,0,1,0,0,0,1062,26,0,34
860,2,5,23228.0,71,8,0,0,0,0,0,0,40,7,1,54
861,3,5,44602.0,35,8,0,0,0,0,0,0,292,17,2,54
862,2,3,7500.0,94,6,0,0,0,0,0,0,15,4,0,36
863,0,5,38683.0,80,7,0,0,0,0,0,0,341,17,1,34
864,0,4,49514.0,61,7,0,0,0,0,0,0,369,13,1,48
865,4,5,57906.0,29,4,0,0,0,0,0,0,401,17,1,50
866,3,4,43456.0,0,5,0,0,0,0,0,0,393,17,1,57
867,3,4,19485.0,80,7,0,0,0,0,0,0,10,4,2,37
868,2,5,53172.0,54,3,0,0,0,0,0,0,486,16,1,45
869,2,5,30545.0,71,7,0,0,0,0,0,0,69,7,1,44
870,4,5,70123.0,27,3,0,1,0,0,1,0,1727,17,0,40
871,2,4,62450.0,61,3,0,1,0,0,0,0,995,16,1,64
872,2,5,21675.0,55,7,0,0,0,0,0,0,45,10,1,47
873,0,4,42395.0,35,7,0,0,0,0,0,0,182,12,2,42
874,3,5,61346.0,34,3,0,0,0,0,0,0,989,23,1,45
875,2,5,80812.0,95,2,1,0,1,1,0,0,1677,18,0,70
876,3,2,42835.0,64,6,0,0,0,0,0,0,595,23,2,52
877,2,3,39922.0,30,8,0,0,0,0,0,0,156,9,1,40
878,3,4,86424.0,12,1,0,0,0,0,0,0,1226,28,0,67
879,0,5,17117.0,96,9,0,0,0,0,0,0,128,11,1,45
880,2,4,24762.0,16,8,1,0,0,0,0,0,86,9,1,51
881,2,3,35797.0,16,8,0,0,0,0,0,0,68,7,1,48
882,2,2,36627.0,78,5,0,0,0,0,0,0,16,4,2,48
883,0,3,51111.0,83,6,0,0,0,0,0,0,55,7,2,42
884,4,4,86857.0,96,2,0,0,0,0,0,0,2114,22,0,51
885,4,5,82072.0,67,1,0,0,0,0,0,0,2018,19,0,53
886,4,4,46231.0,87,9,0,0,0,0,0,0,263,15,3,70
887,2,3,42243.0,34,7,0,0,0,0,0,0,55,7,2,64
888,2,5,51195.0,46,8,0,0,0,0,0,0,564,24,2,61
889,3,4,68092.0,7,5,0,0,0,0,0,0,1281,20,0,45
890,2,3,31814.0,73,9,1,0,0,0,0,0,83,7,1,50
891,3,6,51390.0,54,5,0,0,0,0,0,0,353,18,2,58
892,2,3,76630.0,93,1,0,0,0,0,0,0,1003,25,0,40
893,1,4,26868.0,52,7,0,0,0,0,0,0,14,4,1,32
894,4,2,48948.0,53,6,1,0,0,0,0,0,902,24,0,80
895,4,4,55260.0,81,6,0,0,0,0,0,0,1139,25,1,51
896,2,5,64090.0,8,5,0,0,0,0,0,0,797,20,1,67
897,2,2,78331.0,97,4,0,0,0,0,0,0,1638,25,1,65
898,4,3,37087.0,50,6,0,0,0,0,0,0,401,17,1,49
899,2,2,21846.0,38,8,0,0,0,0,0,0,84,11,1,37
900,2,3,81320.0,61,2,0,0,0,0,0,0,928,18,0,65
901,2,2,54137.0,46,6,0,0,0,0,0,0,203,11,1,53
902,2,5,66825.0,73,2,0,0,0,0,0,0,858,16,0,56
903,2,5,57100.0,19,3,0,0,0,0,0,0,409,13,0,50
904,2,5,58917.0,10,5,0,0,0,0,0,0,282,16,3,54
905,2,4,85072.0,94,0,0,0,0,0,0,0,1423,18,0,46
906,2,4,86429.0,10,2,0,0,0,1,0,0,1449,18,0,62
907,2,6,45684.0,37,7,0,0,0,0,0,0,28,4,1,52
908,2,5,47889.0,94,5,0,0,0,0,0,0,67,6,1,49
909,4,3,45921.0,23,4,0,0,0,0,0,0,199,10,0,37
910,4,4,78420.0,75,1,0,0,0,0,0,0,1453,22,0,57
911,2,5,75114.0,40,2,0,0,0,0,0,0,1253,19,0,31
912,4,6,52278.0,24,8,0,0,0,0,0,0,1198,31,1,60
913,3,3,35641.0,11,7,0,0,0,0,0,0,178,10,1,51
914,2,4,95529.0,29,3,0,0,1,0,0,0,1990,18,0,29
915,2,3,62820.0,51,1,0,0,0,0,0,0,976,14,0,69
916,3,5,73113.0,86,2,0,0,0,0,0,0,1001,15,0,63
917,4,3,84169.0,9,3,0,1,1,0,0,0,1919,20,0,41
918,0,4,42607.0,30,3,0,0,0,0,0,0,350,14,1,69
919,4,4,74637.0,73,3,0,0,0,1,0,0,1650,25,0,69
920,4,5,46015.0,25,7,1,0,0,0,1,0,46,5,2,68
921,2,4,72354.0,67,1,0,0,0,0,0,0,1228,19,0,30
922,3,4,39858.0,67,6,0,0,0,0,0,0,95,7,1,54
923,4,3,34469.0,58,4,0,0,0,0,0,0,62,9,2,75
924,2,5,83033.0,82,5,0,0,0,1,0,0,1761,26,1,37
925,3,5,24401.0,98,8,0,0,0,0,0,0,467,16,0,44
926,2,3,77583.0,93,2,0,0,0,1,0,0,1149,19,0,45
927,0,4,74116.0,53,2,0,1,0,0,0,0,2052,19,0,41
928,2,4,74293.0,66,2,0,0,0,0,0,0,1127,16,0,30
929,4,3,68397.0,6,3,0,0,0,0,0,0,1416,21,1,47
930,4,5,79632.0,42,2,0,0,0,0,0,0,1113,20,0,49
931,2,4,46107.0,78,3,0,0,0,0,0,0,125,7,1,34
932,4,4,64950.0,29,7,0,1,0,0,0,0,966,25,1,72
933,1,3,25443.0,82,8,0,0,0,0,0,0,32,5,1,34
934,2,4,75127.0,92,1,0,0,0,0,0,0,833,19,0,71
935,4,5,32892.0,78,8,0,0,0,0,0,0,46,8,1,52
936,2,5,71796.0,54,4,0,0,0,0,0,0,960,17,0,52
937,4,3,67536.0,45,8,0,0,0,1,0,0,1829,30,1,53
938,2,4,55239.0,59,5,0,0,0,0,0,0,779,26,1,52
939,4,2,60554.0,8,6,0,0,0,0,0,0,811,23,1,48
940,0,4,64831.0,51,6,0,0,0,0,0,0,1120,22,2,71
941,4,5,56067.0,51,5,0,0,0,0,0,0,725,20,1,61
942,2,2,82025.0,76,1,0,0,1,0,0,0,1187,12,0,40
943,2,5,94384.0,62,2,0,1,1,1,0,0,2302,18,0,70
944,1,4,14906.0,86,7,0,0,0,0,0,0,66,9,0,37
945,4,3,51563.0,60,8,0,1,1,0,0,0,1250,19,0,36
946,0,3,57937.0,56,3,0,0,0,0,0,0,683,20,1,41
947,2,2,68274.0,83,3,0,0,0,0,0,0,305,13,2,44
948,2,5,39771.0,92,4,0,0,0,0,0,0,50,6,1,46
949,0,2,67893.0,31,8,0,0,0,0,0,0,995,16,1,48
950,4,5,27922.0,80,4,0,0,0,0,0,0,41,6,1,44
951,4,5,52190.0,39,5,1,0,0,0,0,0,77,9,2,47
952,3,2,44051.0,20,6,0,0,0,0,0,0,171,12,2,50
953,4,4,42767.0,53,8,0,0,0,0,0,0,131,7,2,52
954,3,5,46106.0,84,6,0,0,0,0,0,0,54,5,2,47
955,4,3,16927.0,50,8,0,0,0,0,0,0,53,12,2,47
956,2,3,59754.0,96,5,0,0,0,0,0,0,475,16,1,58
957,2,4,53700.0,94,5,0,0,0,0,0,0,694,22,1,71
958,2,3,59041.0,25,5,0,0,0,0,0,0,96,8,2,50
959,4,2,54237.0,48,6,0,0,0,0,0,0,361,16,1,66
960,2,2,70647.0,65,2,0,0,0,0,0,0,1079,26,1,56
961,4,4,52597.0,69,5,0,0,0,0,0,0,578,20,1,61
962,3,5,41021.0,12,6,0,0,0,0,0,0,64,7,1,54
963,4,3,40233.0,84,6,0,0,0,0,0,0,149,13,1,48
964,2,3,50183.0,47,5,0,0,0,0,0,0,231,17,2,43
965,2,5,54753.0,87,4,0,0,0,0,0,0,728,21,1,64
966,2,3,92955.0,35,2,0,0,1,1,0,0,1778,23,0,50
967,2,3,33471.0,47,7,0,0,0,0,0,0,93,10,1,50
968,4,3,34596.0,48,8,0,0,0,0,0,0,23,4,1,49
969,2,5,44010.0,46,9,0,0,0,0,0,0,662,24,1,43
970,2,3,84219.0,27,1,0,0,0,0,0,0,1198,18,0,35
971,4,5,40706.0,37,7,0,0,0,0,0,0,81,11,3,55
972,0,3,15716.0,8,8,0,0,0,0,0,1,92,10,1,35
973,0,2,59052.0,29,5,0,0,0,0,0,0,491,18,1,64
974,3,5,80573.0,85,2,0,0,0,0,0,0,1564,24,0,52
975,2,3,83715.0,2,0,0,0,0,0,0,0,926,24,0,61
976,3,5,82576.0,66,1,0,0,1,0,0,0,1910,19,0,64
977,3,3,56962.0,60,7,0,0,0,0,0,0,411,21,3,58
978,2,3,35704.0,54,4,0,0,0,0,0,0,94,9,2,71
979,2,5,53103.0,70,7,1,0,0,0,0,0,1085,28,1,69
980,0,6,46779.0,55,4,0,0,0,0,0,0,23,4,2,63
981,2,2,4861.0,20,14,0,0,0,0,0,0,6,0,0,58
982,3,2,33462.0,78,7,0,0,0,0,0,0,54,6,1,44
983,2,2,63693.0,63,6,0,0,0,0,0,0,1150,29,1,45
984,2,3,80763.0,17,3,0,0,1,1,0,0,1415,23,0,73
985,4,3,65352.0,43,4,0,0,0,0,0,0,405,16,1,49
986,4,3,82170.0,13,2,0,0,0,0,0,0,1908,19,0,45
987,2,3,75759.0,46,5,1,0,1,1,0,0,2486,26,0,54
988,0,4,79689.0,65,2,0,0,0,0,0,0,1315,27,0,47
989,4,6,35340.0,1,5,0,0,0,0,0,0,45,7,2,67
990,2,2,85683.0,6,1,0,1,1,1,1,0,1789,17,0,69
991,0,3,24884.0,32,7,0,0,0,0,0,0,19,4,1,51
992,3,5,42021.0,34,9,1,0,0,0,0,0,573,22,1,42
993,2,4,64449.0,70,4,0,0,0,0,0,0,805,24,1,34
994,2,2,64587.0,49,3,0,0,0,0,0,0,108,8,2,69
995,2,4,34824.0,65,6,0,0,0,0,0,0,23,4,0,28
996,2,5,75437.0,25,6,0,0,0,1,0,0,1493,23,0,45
997,2,5,26091.0,84,5,0,0,0,0,0,0,89,9,2,66
998,2,3,52845.0,7,6,1,0,0,0,0,0,936,25,1,50
999,2,2,46086.0,34,4,0,0,0,0,0,0,343,16,1,67
1000,4,6,78028.0,38,7,0,1,1,0,0,0,528,20,1,67
1001,4,4,95169.0,1,1,0,0,1,1,0,0,1901,12,0,36
1002,0,3,56337.0,25,8,1,0,0,1,0,0,724,22,2,42
1003,2,5,22434.0,25,8,0,0,0,0,0,0,58,7,1,36
1004,4,3,36930.0,50,8,0,0,0,0,0,0,297,16,1,69
1005,2,4,36130.0,46,4,1,0,0,0,0,0,488,21,1,69
1006,3,3,65569.0,96,3,0,0,0,0,0,0,859,23,1,70
1007,2,5,83844.0,57,1,0,0,1,0,0,0,1574,20,0,71
1008,2,3,19514.0,47,8,1,0,0,0,0,0,69,10,2,55
1009,4,4,36736.0,52,6,0,0,0,0,0,0,17,4,2,60
1010,2,5,77568.0,30,5,0,1,1,1,0,0,2194,21,1,44
1011,4,5,49187.0,63,2,0,0,0,0,0,0,116,8,1,47
1012,2,4,30168.0,51,9,0,0,0,0,0,0,279,18,1,45
1013,3,5,34053.0,14,8,0,0,0,0,0,0,103,7,1,55
1014,3,3,38196.0,20,5,0,0,0,0,0,0,44,9,2,52
1015,3,3,59412.0,56,3,0,0,0,0,0,0,406,15,0,72
1016,0,3,70924.0,41,3,0,0,1,0,0,0,1363,20,0,58
1017,2,5,54165.0,72,2,0,0,0,0,0,0,236,11,0,54
1018,2,3,32300.0,1,8,0,0,0,0,0,0,39,5,1,50
1019,2,4,20180.0,27,7,0,0,0,0,0,0,137,8,0,47
1020,2,3,34961.0,77,7,0,0,0,0,0,0,79,10,1,50
1021,4,5,28440.0,87,8,0,0,0,0,0,0,63,6,1,49
1022,4,5,64504.0,81,7,0,0,0,0,0,0,1314,25,3,70
1023,3,5,33564.0,51,5,0,0,0,0,0,0,71,6,1,57
1024,2,3,17345.0,79,8,0,0,0,0,0,0,58,7,1,45
1025,4,3,56320.0,11,4,0,0,0,0,0,0,702,21,1,56
1026,2,4,28647.0,54,7,1,0,0,0,0,0,94,7,1,45
1027,1,4,15038.0,93,9,0,0,0,0,0,0,80,7,1,36
1028,4,2,32173.0,0,4,0,0,0,0,0,0,22,5,1,65
1029,0,5,68316.0,54,6,0,0,0,0,0,0,1211,32,1,59
1030,2,5,74538.0,21,3,0,0,1,0,0,0,1461,22,0,52
1031,2,4,91700.0,58,3,0,0,0,0,0,0,1968,20,0,52
1032,2,5,68695.0,3,2,0,0,0,0,0,0,1091,16,0,54
1033,0,3,31056.0,99,8,0,0,0,0,0,0,55,5,1,46
1034,2,3,79593.0,70,2,0,0,1,0,0,0,1366,19,0,50
1035,2,4,28071.0,65,8,0,0,0,0,0,0,313,13,0,43
1036,4,5,37334.0,44,4,0,0,0,0,0,0,62,11,2,65
1037,3,4,46423.0,6,7,0,0,0,0,0,0,92,9,2,51
1038,4,3,37126.0,9,6,1,0,0,0,0,0,72,6,1,52
1039,2,3,47703.0,95,5,0,0,0,0,0,0,655,21,1,70
1040,2,3,61180.0,70,3,1,0,0,0,0,0,704,18,1,64
1041,2,3,38998.0,92,8,0,0,0,0,0,1,54,8,2,69
1042,2,4,8028.0,62,19,0,0,0,0,0,0,178,16,0,32
1043,2,5,76081.0,85,2,0,0,0,1,0,0,1033,14,0,61
1044,2,5,34728.0,2,6,0,0,0,0,0,0,36,5,1,37
1045,3,4,33168.0,0,7,0,0,0,0,0,0,122,10,1,58
1046,3,3,33585.0,91,4,0,0,0,0,0,0,122,7,1,57
1047,4,3,77037.0,3,3,0,0,0,0,0,0,1123,27,1,63
1048,2,5,35196.0,68,8,0,0,0,0,0,0,497,18,1,39
1049,2,3,44529.0,98,5,0,1,0,0,0,0,691,25,1,57
1050,0,3,70924.0,41,3,0,0,1,0,0,0,1363,20,0,58
1051,4,5,28764.0,16,8,1,0,0,0,0,0,12,4,2,57
1052,4,3,69098.0,82,5,0,0,0,0,0,0,2440,25,0,74
1053,0,2,25959.0,1,6,0,0,0,0,0,0,56,7,2,53
1054,3,3,27100.0,64,7,0,0,0,0,0,0,37,5,1,40
1055,2,4,70596.0,68,2,0,0,0,0,0,0,968,21,0,38
1056,2,3,42557.0,98,8,0,0,0,0,0,0,270,15,1,49
1057,4,3,53312.0,32,7,0,0,0,0,0,0,278,12,0,72
1058,2,4,72228.0,87,3,0,0,0,0,0,0,1250,22,0,71
1059,2,5,67605.0,84,1,0,0,0,0,0,0,938,17,0,36
1060,3,3,62845.0,3,8,0,1,0,0,0,0,1178,28,2,74
1061,2,5,65196.0,34,5,1,0,0,0,0,0,1155,26,2,65
1062,4,4,42000.0,23,5,0,0,0,0,0,0,653,20,0,36
1063,4,2,35860.0,37,5,1,0,0,0,0,0,49,6,2,50
1064,4,3,65526.0,22,2,0,0,0,0,0,0,506,17,1,59
1065,2,3,16860.0,19,7,0,0,0,0,0,0,38,8,2,62
1066,2,4,83528.0,7,1,1,0,0,1,0,0,1650,23,0,31
1067,0,2,64176.0,52,6,0,0,0,0,0,0,1826,33,1,58
1068,2,2,22304.0,91,8,0,0,0,0,0,0,18,4,0,67
1069,2,3,67023.0,93,2,0,0,0,0,0,1,906,24,0,45
1070,4,5,32892.0,78,8,0,0,0,0,0,0,46,8,1,52
1071,2,5,70713.0,23,3,0,0,0,0,0,0,1477,25,1,57
1072,2,5,59925.0,83,6,0,0,0,0,0,0,766,23,1,68
1073,2,3,39722.0,92,5,0,0,0,0,0,0,47,7,1,70
1074,2,5,46610.0,4,6,0,0,0,0,0,0,467,14,0,65
1075,2,5,88347.0,32,1,0,0,0,1,0,0,2116,21,0,62
1076,4,3,87171.0,27,2,1,0,1,0,0,0,1298,25,0,42
1077,0,5,26907.0,10,7,0,0,0,0,0,0,22,6,2,47
1078,3,4,50014.0,9,5,0,0,0,0,0,0,396,15,1,55
1079,4,3,41014.0,65,7,0,0,0,0,0,0,20,4,1,45
1080,2,4,66294.0,68,2,0,0,0,0,0,0,967,13,0,58
1081,2,3,36715.0,16,9,0,0,0,0,0,0,357,19,1,52
1082,2,3,79456.0,12,3,0,0,0,0,0,0,1401,16,0,67
1083,2,5,40479.0,95,4,0,0,0,0,0,0,15,4,1,41
1084,3,4,75345.0,16,3,0,0,0,1,0,0,2087,20,0,53
1085,2,3,54233.0,46,8,0,0,0,0,0,0,981,26,1,46
1086,2,4,24163.0,3,4,0,0,0,0,0,0,17,6,2,53
1087,4,5,84460.0,80,5,0,1,1,1,1,0,523,22,0,65
1088,2,5,43776.0,77,6,0,0,0,0,0,0,23,4,1,40
1089,4,4,71691.0,0,2,0,0,0,0,0,0,1192,17,0,65
1090,4,3,85844.0,62,2,0,0,1,0,0,0,1958,20,0,50
1091,4,4,39190.0,91,5,0,0,0,0,0,0,133,9,1,49
1092,2,5,71367.0,24,2,0,0,0,0,0,0,777,17,0,64
1093,4,4,38578.0,2,8,0,0,0,0,0,0,73,9,2,51
1094,4,3,57236.0,22,3,0,0,0,0,0,0,121,10,2,58
1095,2,4,61825.0,56,4,0,0,0,0,0,0,424,15,1,44
1096,2,2,79803.0,54,1,0,0,0,0,0,0,868,13,1,65
1097,0,4,80910.0,71,1,0,0,0,0,0,0,756,15,0,37
1098,3,5,27590.0,38,7,0,0,0,0,0,0,12,4,1,41
1099,2,3,56775.0,62,5,0,0,0,0,0,0,937,25,1,44
1100,2,2,83829.0,78,1,1,0,1,1,0,0,1862,17,0,48
1101,0,3,54210.0,18,5,0,0,0,0,0,0,367,14,1,44
1102,2,3,38508.0,95,8,0,0,0,0,0,0,443,20,1,37
1103,2,5,53187.0,66,5,0,0,0,0,0,0,267,13,1,53
1104,2,3,30023.0,28,8,0,0,0,0,0,0,61,6,1,51
1105,4,4,76045.0,78,2,0,0,0,1,0,0,1323,21,0,63
1106,4,3,50870.0,13,5,0,0,0,0,0,0,63,6,1,71
1107,0,3,15315.0,27,5,0,0,0,0,0,0,64,8,0,53
1108,0,3,65463.0,17,5,0,1,0,0,0,0,562,19,1,49
1109,2,3,66480.0,71,4,0,0,0,0,0,0,312,19,2,58
1110,2,2,76773.0,79,1,0,0,0,0,0,0,1156,16,0,69
1111,0,4,81698.0,1,5,0,0,0,1,0,0,1104,16,0,40
1112,4,4,54466.0,78,5,0,0,0,0,0,0,16,4,2,50
1113,3,4,98777.0,23,1,0,1,0,0,0,0,2008,19,0,63
1114,4,4,16269.0,75,8,0,0,0,0,0,0,44,9,1,39
1115,2,5,71819.0,70,6,0,1,1,0,0,0,1574,14,1,52
1116,4,3,33569.0,10,8,1,0,0,0,0,0,63,5,1,40
1117,3,3,36262.0,24,6,1,0,0,0,0,0,426,12,0,40
1118,1,5,22634.0,47,8,0,0,0,0,0,0,96,6,0,57
1119,0,3,47025.0,98,9,0,0,0,0,0,0,635,23,1,45
1120,2,4,70566.0,4,3,0,0,0,0,0,0,757,22,1,55
1121,4,3,31605.0,15,7,0,0,0,0,0,0,125,9,1,44
1122,3,2,52034.0,67,7,0,0,0,0,0,0,332,16,2,50
1123,2,4,48526.0,32,3,0,0,0,0,0,0,135,8,1,44
1124,2,3,46734.0,40,7,0,0,0,0,0,0,330,14,1,69
1125,2,2,39552.0,54,8,0,0,0,0,0,0,384,20,2,61
1126,2,4,86358.0,78,8,0,0,0,0,0,0,1722,18,2,57
1127,2,5,46931.0,94,3,0,0,0,0,0,0,78,7,3,46
1128,1,4,16581.0,51,4,0,0,0,0,0,0,24,4,0,38
